id,recid,sex,age,age_cat,race,juv_fel_count,juv_misd_count,juv_other_count,priors_count,charge_severity
5575,0,Male,59,Greater than 45,Caucasian,0,0,0,0,Unknown
5577,0,Male,23,Less than 25,African-American,0,0,0,2,Unknown
5579,0,Male,20,Less than 25,African-American,1,0,0,1,High
5581,0,Female,34,25 - 45,Caucasian,0,0,0,2,Unknown
5583,1,Female,36,25 - 45,African-American,0,0,0,7,Middle
5587,0,Female,28,25 - 45,African-American,0,0,0,3,High
5588,0,Female,34,25 - 45,Caucasian,0,0,0,0,Unknown
5589,0,Male,41,25 - 45,African-American,0,0,0,0,Unknown
5590,0,Male,28,25 - 45,African-American,0,0,0,1,Middle
5593,0,Male,43,25 - 45,African-American,0,0,0,0,Unknown
5597,1,Male,31,25 - 45,African-American,0,2,0,15,High
5599,1,Male,54,Greater than 45,African-American,0,0,0,6,High
5600,1,Male,54,Greater than 45,African-American,0,0,0,6,High
5601,1,Male,54,Greater than 45,African-American,0,0,0,6,High
5603,1,Male,24,Less than 25,African-American,0,0,0,17,Middle
5605,0,Male,41,25 - 45,Hispanic,0,0,0,0,Middle
5607,0,Male,21,Less than 25,Hispanic,0,0,0,1,Unknown
5609,0,Female,34,25 - 45,African-American,0,0,0,0,Unknown
5613,0,Male,21,Less than 25,African-American,0,0,1,1,High
5614,0,Male,21,Less than 25,African-American,0,0,1,1,High
5615,0,Female,29,25 - 45,Hispanic,0,0,0,1,Middle
5616,0,Female,29,25 - 45,Hispanic,0,0,0,1,Middle
5619,0,Male,33,25 - 45,Caucasian,0,0,0,1,Unknown
5623,1,Male,52,Greater than 45,Hispanic,0,0,0,9,High
5625,0,Female,37,25 - 45,Caucasian,0,0,0,0,Unknown
5626,0,Male,21,Less than 25,African-American,0,0,0,0,Unknown
5627,0,Male,21,Less than 25,Other,0,0,0,1,Unknown
5629,0,Female,45,Greater than 45,African-American,0,0,0,1,Unknown
5631,0,Male,29,25 - 45,African-American,0,0,0,1,Middle
5633,0,Male,26,25 - 45,African-American,0,0,0,0,Unknown
5635,1,Male,46,Greater than 45,African-American,0,0,0,10,Middle
5639,1,Male,35,25 - 45,Caucasian,0,0,0,6,Middle
5640,1,Male,35,25 - 45,Caucasian,0,0,0,6,Middle
5641,1,Male,35,25 - 45,Caucasian,0,0,0,6,Middle
5642,0,Male,52,Greater than 45,African-American,0,0,0,1,Middle
5645,0,Male,48,Greater than 45,Caucasian,0,0,0,0,Unknown
5649,1,Male,31,25 - 45,African-American,0,0,0,10,Middle
5651,1,Male,31,25 - 45,African-American,0,0,0,10,Middle
5652,0,Male,21,Less than 25,Caucasian,0,0,0,3,High
5653,0,Male,32,25 - 45,Other,0,0,0,0,Middle
5655,0,Male,47,Greater than 45,African-American,0,0,0,0,Unknown
5657,1,Male,21,Less than 25,African-American,1,2,2,3,High
5659,1,Male,21,Less than 25,African-American,1,2,2,3,High
5661,1,Male,35,25 - 45,African-American,3,0,0,13,Unknown
5665,0,Male,46,Greater than 45,African-American,0,0,0,3,Middle
5666,0,Male,46,Greater than 45,African-American,0,0,0,3,Middle
5667,0,Female,35,25 - 45,African-American,0,2,0,2,Unknown
5668,0,Female,35,25 - 45,African-American,0,2,0,2,Unknown
5671,1,Male,34,25 - 45,African-American,0,0,0,5,Middle
5675,0,Male,21,Less than 25,Caucasian,0,0,0,0,High
5677,0,Female,19,Less than 25,Caucasian,0,0,0,0,Middle
5678,0,Male,22,Less than 25,African-American,0,0,0,0,Unknown
5679,0,Male,45,Greater than 45,African-American,0,0,0,1,Unknown
5681,0,Female,27,25 - 45,Caucasian,0,0,0,0,Unknown
5683,0,Male,25,25 - 45,Caucasian,0,0,0,0,Unknown
5685,0,Male,25,25 - 45,Caucasian,0,0,0,0,Unknown
5687,0,Male,21,Less than 25,African-American,0,0,0,0,Unknown
5691,0,Male,49,Greater than 45,Caucasian,0,0,0,2,Unknown
5692,0,Male,49,Greater than 45,Caucasian,0,0,0,2,Unknown
5693,0,Male,28,25 - 45,Caucasian,0,0,0,3,Unknown
5694,0,Male,36,25 - 45,African-American,0,0,0,3,Middle
5697,1,Male,27,25 - 45,African-American,0,0,0,7,Middle
5701,0,Male,35,25 - 45,Caucasian,0,0,0,0,Middle
5703,0,Female,33,25 - 45,Caucasian,0,0,0,2,Unknown
5704,0,Male,28,25 - 45,Caucasian,0,0,0,0,Unknown
5705,1,Male,24,Less than 25,Hispanic,1,0,0,6,Middle
5707,1,Male,24,Less than 25,Hispanic,1,0,0,6,Middle
5709,1,Male,25,25 - 45,African-American,0,1,0,21,High
5711,1,Male,25,25 - 45,African-American,0,1,0,21,High
5713,0,Female,42,25 - 45,Caucasian,0,0,0,0,Unknown
5717,0,Male,39,25 - 45,African-American,0,0,0,0,Unknown
5718,0,Female,28,25 - 45,African-American,0,0,0,0,Unknown
5719,0,Male,52,Greater than 45,African-American,0,0,0,1,Unknown
5720,0,Male,52,Greater than 45,African-American,0,0,0,1,Unknown
5723,0,Male,29,25 - 45,African-American,0,0,0,0,Unknown
5727,0,Male,26,25 - 45,Caucasian,0,0,0,0,Middle
5729,0,Male,26,25 - 45,Caucasian,0,0,0,0,Middle
5730,0,Male,36,25 - 45,Caucasian,0,0,0,0,Unknown
5731,0,Male,23,Less than 25,African-American,0,0,0,1,Middle
5733,0,Male,23,Less than 25,African-American,0,0,0,1,Middle
5735,0,Male,49,Greater than 45,Caucasian,0,0,0,0,High
5737,1,Male,29,25 - 45,African-American,0,0,0,11,Middle
5739,0,Male,76,Greater than 45,African-American,0,0,0,0,Unknown
5743,0,Male,27,25 - 45,African-American,0,0,0,2,Middle
5744,0,Male,27,25 - 45,African-American,0,0,0,2,Middle
5745,0,Male,52,Greater than 45,Hispanic,0,0,0,2,Unknown
5746,1,Female,35,25 - 45,African-American,0,0,0,12,Middle
5749,1,Female,35,25 - 45,African-American,0,0,0,12,Middle
5753,1,Male,36,25 - 45,African-American,0,0,0,19,High
5755,0,Male,21,Less than 25,African-American,0,0,0,0,Unknown
5756,0,Male,46,Greater than 45,Caucasian,0,0,0,2,Unknown
5757,0,Male,46,Greater than 45,Caucasian,0,0,0,2,Unknown
5759,0,Male,34,25 - 45,African-American,0,0,0,3,Unknown
5761,1,Male,45,Greater than 45,African-American,0,0,0,15,Middle
5763,1,Male,28,25 - 45,African-American,0,0,0,9,High
5765,1,Male,28,25 - 45,African-American,0,0,0,9,High
5769,0,Male,37,25 - 45,Caucasian,0,0,0,1,Unknown
5770,0,Male,39,25 - 45,African-American,0,0,0,1,Unknown
5771,0,Male,24,Less than 25,African-American,0,0,0,3,Middle
5772,0,Male,24,Less than 25,African-American,0,0,0,3,Middle
5775,0,Male,24,Less than 25,African-American,0,0,0,3,Middle
5779,0,Male,39,25 - 45,Caucasian,0,0,0,1,Unknown
5781,0,Male,39,25 - 45,Caucasian,0,0,0,1,Unknown
5782,0,Male,24,Less than 25,Caucasian,0,0,1,1,High
5783,0,Male,24,Less than 25,Caucasian,0,0,1,1,High
5785,0,Male,23,Less than 25,African-American,0,0,0,2,Unknown
5787,0,Male,35,25 - 45,African-American,0,0,0,3,High
5789,0,Male,23,Less than 25,African-American,0,0,0,1,Middle
5791,0,Male,43,25 - 45,Hispanic,0,0,0,1,Unknown
5795,0,Male,36,25 - 45,Caucasian,0,0,0,4,Middle
5796,0,Male,43,25 - 45,Caucasian,0,0,0,5,Unknown
5797,1,Male,28,25 - 45,African-American,0,0,0,6,Middle
5798,1,Male,28,25 - 45,African-American,0,0,0,6,Middle
5801,0,Male,43,25 - 45,Caucasian,0,0,0,0,Unknown
5805,1,Female,21,Less than 25,African-American,1,0,0,4,High
5807,0,Female,27,25 - 45,African-American,0,0,0,2,Middle
5808,0,Female,27,25 - 45,African-American,0,0,0,2,Middle
5809,0,Female,27,25 - 45,African-American,0,0,0,2,Middle
5811,0,Male,39,25 - 45,Caucasian,0,0,0,0,Unknown
5813,1,Male,47,Greater than 45,African-American,0,0,0,22,High
5815,1,Male,47,Greater than 45,African-American,0,0,0,22,High
5817,0,Female,27,25 - 45,African-American,0,0,0,3,Unknown
5821,0,Male,36,25 - 45,Caucasian,0,0,0,2,Unknown
5822,0,Female,24,Less than 25,African-American,0,0,0,1,Unknown
5823,0,Female,24,Less than 25,African-American,0,0,0,1,Unknown
5824,0,Female,24,Less than 25,African-American,0,0,0,1,Unknown
5827,0,Male,35,25 - 45,Hispanic,0,0,0,0,Unknown
5831,1,Male,22,Less than 25,African-American,0,0,0,8,Unknown
5833,0,Male,35,25 - 45,African-American,0,0,0,1,Unknown
5834,0,Male,70,Greater than 45,African-American,0,0,0,2,Unknown
5835,1,Male,31,25 - 45,African-American,0,0,0,7,High
5837,1,Male,31,25 - 45,African-American,0,0,0,7,High
5839,1,Female,30,25 - 45,African-American,0,3,2,14,Middle
5841,1,Male,24,Less than 25,African-American,0,0,0,6,High
5843,1,Male,24,Less than 25,African-American,0,0,0,6,High
5847,1,Male,61,Greater than 45,African-American,0,0,0,19,Unknown
5848,1,Male,61,Greater than 45,African-American,0,0,0,19,Unknown
5849,1,Male,26,25 - 45,African-American,0,0,0,7,Unknown
5850,1,Male,26,25 - 45,African-American,0,0,0,7,Unknown
5853,0,Female,20,Less than 25,African-American,0,0,0,0,Unknown
5857,1,Male,36,25 - 45,Caucasian,1,0,0,10,High
5859,1,Male,36,25 - 45,Caucasian,1,0,0,10,High
5860,0,Male,23,Less than 25,Caucasian,0,0,0,0,Unknown
5861,1,Male,26,25 - 45,African-American,0,0,0,5,High
5863,0,Female,58,Greater than 45,Caucasian,0,0,0,0,Unknown
5865,0,Male,40,25 - 45,Caucasian,0,0,0,4,Unknown
5867,0,Male,28,25 - 45,Other,0,0,0,1,Middle
5869,0,Male,49,Greater than 45,Hispanic,0,0,0,1,Middle
5873,1,Male,46,Greater than 45,African-American,0,0,0,8,Middle
5874,0,Female,25,25 - 45,Caucasian,0,0,0,1,Unknown
5875,0,Male,19,Less than 25,African-American,0,1,0,1,Middle
5876,0,Male,19,Less than 25,African-American,0,1,0,1,Middle
5879,0,Male,53,Greater than 45,Caucasian,0,0,0,1,Unknown
5883,0,Male,65,Greater than 45,Caucasian,0,0,0,1,Unknown
5885,0,Female,24,Less than 25,African-American,0,0,0,0,Unknown
5886,0,Male,31,25 - 45,Hispanic,0,0,0,0,Unknown
5887,0,Female,21,Less than 25,Hispanic,0,0,0,0,Unknown
5889,0,Female,33,25 - 45,Caucasian,0,0,0,2,Unknown
5891,0,Male,27,25 - 45,Caucasian,0,0,0,0,Unknown
5893,0,Male,56,Greater than 45,Caucasian,0,0,0,1,Unknown
5895,0,Male,32,25 - 45,Caucasian,0,0,0,2,Unknown
5899,0,Female,26,25 - 45,African-American,0,0,0,4,Unknown
5900,0,Female,26,25 - 45,African-American,0,0,0,4,Unknown
5901,0,Male,21,Less than 25,African-American,0,0,0,1,Unknown
5902,0,Male,21,Less than 25,African-American,0,0,0,1,Unknown
5905,0,Male,23,Less than 25,Caucasian,0,0,0,0,Middle
5909,0,Female,39,25 - 45,Caucasian,0,0,0,4,Middle
5911,0,Female,45,Greater than 45,African-American,0,0,0,0,Unknown
5912,0,Male,23,Less than 25,Hispanic,0,0,0,0,Unknown
5913,0,Male,49,Greater than 45,African-American,0,0,0,3,Unknown
5915,1,Male,34,25 - 45,African-American,0,0,0,8,Unknown
5917,1,Male,34,25 - 45,African-American,0,0,0,8,Unknown
5919,1,Male,34,25 - 45,African-American,0,0,0,8,Unknown
5921,1,Male,31,25 - 45,African-American,0,0,0,7,High
5925,0,Male,20,Less than 25,African-American,0,0,0,1,High
5926,0,Male,20,Less than 25,African-American,0,0,0,1,High
5927,0,Male,20,Less than 25,African-American,0,0,0,1,High
5928,0,Male,28,25 - 45,Caucasian,0,0,0,0,Unknown
5931,0,Male,67,Greater than 45,Caucasian,0,0,0,3,Unknown
5935,0,Male,20,Less than 25,Hispanic,1,0,0,1,Middle
5937,0,Male,20,Less than 25,Hispanic,1,0,0,1,Middle
5938,0,Male,36,25 - 45,Hispanic,0,0,0,3,Unknown
5939,0,Male,36,25 - 45,Hispanic,0,0,0,3,Unknown
5941,0,Male,40,25 - 45,Caucasian,0,0,0,4,Unknown
5943,0,Male,52,Greater than 45,African-American,0,0,0,0,Unknown
5945,1,Male,45,Greater than 45,African-American,0,0,0,17,Middle
5947,1,Male,27,25 - 45,African-American,0,0,1,8,Middle
5951,0,Male,22,Less than 25,Caucasian,0,0,0,1,Unknown
5952,0,Male,22,Less than 25,Caucasian,0,0,0,1,Unknown
5953,1,Male,34,25 - 45,African-American,2,0,0,16,Unknown
5954,1,Male,36,25 - 45,Caucasian,0,0,0,9,Unknown
5957,0,Male,40,25 - 45,Caucasian,0,0,0,0,Middle
5961,0,Male,42,25 - 45,African-American,0,0,0,1,Unknown
5963,0,Male,24,Less than 25,African-American,0,0,1,2,Middle
5964,0,Male,44,25 - 45,African-American,0,0,0,0,Unknown
5965,0,Male,46,Greater than 45,Caucasian,0,0,0,4,Unknown
5967,0,Male,39,25 - 45,Hispanic,0,0,0,2,Middle
5969,1,Male,47,Greater than 45,Caucasian,0,0,0,10,Unknown
5971,1,Male,47,Greater than 45,Caucasian,0,0,0,10,Unknown
5973,0,Female,32,25 - 45,Hispanic,0,0,0,0,Middle
5977,0,Male,54,Greater than 45,Caucasian,0,0,0,1,High
5978,0,Male,63,Greater than 45,African-American,0,0,0,0,Unknown
5979,0,Female,48,Greater than 45,Caucasian,0,0,0,0,Unknown
5980,0,Male,38,25 - 45,Caucasian,0,0,0,0,Unknown
5983,0,Male,27,25 - 45,Hispanic,0,0,0,2,Unknown
5987,0,Male,26,25 - 45,African-American,0,0,1,3,Unknown
5989,1,Male,24,Less than 25,Caucasian,0,0,3,3,Middle
5990,0,Male,34,25 - 45,African-American,0,0,0,1,Unknown
5991,0,Female,40,25 - 45,Other,0,0,0,4,Unknown
5993,1,Female,28,25 - 45,African-American,0,0,0,10,High
5995,1,Female,28,25 - 45,African-American,0,0,0,10,High
5997,1,Male,35,25 - 45,African-American,0,0,0,10,High
5999,0,Male,53,Greater than 45,Other,0,0,0,1,Unknown
6003,0,Male,44,25 - 45,African-American,0,0,0,0,Unknown
6004,0,Male,55,Greater than 45,Caucasian,0,0,0,0,Unknown
6005,0,Male,57,Greater than 45,Caucasian,0,0,0,3,Middle
6006,0,Male,37,25 - 45,Asian,0,0,0,1,Unknown
6009,0,Male,45,Greater than 45,African-American,0,0,0,1,Unknown
6013,1,Male,61,Greater than 45,Caucasian,0,0,0,10,Unknown
6015,0,Male,22,Less than 25,Caucasian,0,1,0,2,Unknown
6016,0,Male,22,Less than 25,Caucasian,0,1,0,2,Unknown
6017,0,Male,26,25 - 45,African-American,0,0,0,1,High
6019,0,Male,26,25 - 45,African-American,0,0,0,1,High
6021,0,Male,29,25 - 45,African-American,0,0,0,4,Unknown
6023,1,Male,48,Greater than 45,African-American,1,0,0,10,Middle
6025,0,Male,42,25 - 45,African-American,0,0,0,4,Unknown
6029,1,Male,38,25 - 45,Caucasian,0,0,0,10,High
6030,0,Male,39,25 - 45,African-American,0,0,0,4,Unknown
6031,0,Male,39,25 - 45,African-American,0,0,0,4,Unknown
6032,0,Male,39,25 - 45,African-American,0,0,0,4,Unknown
6035,0,Female,53,Greater than 45,Caucasian,0,0,0,0,Unknown
6039,0,Male,26,25 - 45,African-American,0,0,0,3,High
6041,0,Male,24,Less than 25,Caucasian,0,0,0,4,Unknown
6042,0,Male,24,Less than 25,Caucasian,0,0,0,4,Unknown
6043,0,Male,24,Less than 25,Caucasian,0,0,0,4,Unknown
6045,0,Male,22,Less than 25,African-American,0,0,0,1,Middle
6047,0,Male,22,Less than 25,African-American,0,0,0,1,Middle
6049,0,Male,42,25 - 45,African-American,0,0,0,2,Unknown
6051,0,Male,50,Greater than 45,Caucasian,0,0,0,0,Unknown
6055,0,Male,21,Less than 25,African-American,0,0,0,0,High
6056,0,Male,21,Less than 25,African-American,0,0,0,0,High
6057,0,Male,21,Less than 25,African-American,0,0,0,0,High
6058,0,Male,50,Greater than 45,Caucasian,0,0,0,0,Unknown
6061,0,Female,31,25 - 45,African-American,0,0,0,0,Unknown
6065,1,Female,54,Greater than 45,African-American,0,0,0,7,Unknown
6067,0,Male,28,25 - 45,African-American,0,0,0,0,Unknown
6068,0,Male,29,25 - 45,African-American,0,0,0,0,Unknown
6069,1,Male,24,Less than 25,African-American,0,0,0,7,Unknown
6071,0,Male,26,25 - 45,Caucasian,0,0,0,0,Unknown
6073,0,Male,41,25 - 45,African-American,0,0,0,3,Middle
6075,0,Male,23,Less than 25,African-American,0,0,0,1,Middle
6077,0,Male,34,25 - 45,Caucasian,0,0,0,0,Unknown
6081,1,Male,49,Greater than 45,African-American,0,0,0,10,Middle
6082,1,Male,49,Greater than 45,African-American,0,0,0,10,Middle
6083,0,Male,26,25 - 45,African-American,0,0,0,4,Middle
6084,0,Male,26,25 - 45,African-American,0,0,0,4,Middle
6087,0,Male,28,25 - 45,African-American,0,0,0,1,Middle
6091,0,Male,55,Greater than 45,African-American,0,0,0,1,Unknown
6093,0,Female,26,25 - 45,African-American,0,0,0,0,Unknown
6094,0,Male,56,Greater than 45,Other,0,0,0,0,Unknown
6095,0,Male,66,Greater than 45,Caucasian,0,0,0,1,Unknown
6097,0,Male,46,Greater than 45,Other,0,0,0,2,Unknown
6099,1,Male,58,Greater than 45,African-American,0,0,0,16,Middle
6101,1,Male,33,25 - 45,African-American,0,0,0,8,Middle
6103,0,Male,34,25 - 45,African-American,0,0,0,1,Unknown
6107,0,Male,35,25 - 45,African-American,0,0,0,4,Unknown
6108,1,Female,41,25 - 45,Caucasian,0,0,0,12,Middle
6109,1,Male,42,25 - 45,African-American,0,0,0,5,Unknown
6110,1,Male,42,25 - 45,African-American,0,0,0,5,Unknown
6113,0,Male,33,25 - 45,Other,0,0,0,0,Unknown
6117,0,Female,22,Less than 25,African-American,0,0,0,0,Unknown
6119,0,Female,47,Greater than 45,Caucasian,0,0,0,0,High
6120,0,Female,47,Greater than 45,Caucasian,0,0,0,0,High
6121,0,Male,26,25 - 45,Caucasian,0,0,0,1,Unknown
6123,1,Female,52,Greater than 45,African-American,0,0,0,8,Unknown
6125,0,Female,27,25 - 45,African-American,0,0,0,3,Unknown
6127,1,Male,26,25 - 45,African-American,0,1,2,5,Middle
6129,0,Male,36,25 - 45,African-American,0,0,0,1,Middle
6133,0,Male,29,25 - 45,African-American,0,0,0,1,Unknown
6134,0,Male,48,Greater than 45,Caucasian,0,0,0,2,Unknown
6135,0,Male,19,Less than 25,Other,0,0,0,0,High
6136,1,Male,41,25 - 45,African-American,0,0,0,8,Middle
6139,0,Male,24,Less than 25,African-American,0,0,0,0,Unknown
6143,0,Male,21,Less than 25,African-American,0,1,0,1,Middle
6145,0,Male,49,Greater than 45,Caucasian,0,0,0,0,Unknown
6146,0,Male,49,Greater than 45,Caucasian,0,0,0,0,Unknown
6147,0,Male,42,25 - 45,Caucasian,0,0,0,1,Unknown
6149,0,Male,21,Less than 25,African-American,0,0,0,1,High
6151,0,Male,21,Less than 25,African-American,0,0,0,1,High
6153,0,Male,21,Less than 25,African-American,0,0,0,1,High
6155,0,Male,21,Less than 25,African-American,0,0,0,1,High
6159,0,Male,46,Greater than 45,Caucasian,0,0,0,5,High
6160,0,Male,46,Greater than 45,Caucasian,0,0,0,5,High
6161,0,Male,46,Greater than 45,Caucasian,0,0,0,5,High
6162,0,Male,74,Greater than 45,Caucasian,0,0,0,0,Unknown
6165,0,Female,39,25 - 45,African-American,0,0,0,1,Unknown
6169,0,Male,19,Less than 25,African-American,1,0,1,1,Middle
6171,0,Male,19,Less than 25,African-American,1,0,1,1,Middle
6172,0,Male,19,Less than 25,African-American,1,0,1,1,Middle
6173,0,Male,28,25 - 45,Caucasian,0,0,0,0,Middle
6175,0,Male,53,Greater than 45,African-American,0,0,0,2,Unknown
6177,0,Male,25,25 - 45,African-American,0,0,0,1,Middle
6179,0,Male,27,25 - 45,African-American,0,0,0,0,Unknown
6181,1,Male,32,25 - 45,Caucasian,0,0,0,8,Unknown
6185,1,Male,55,Greater than 45,Caucasian,0,0,0,33,High
6186,1,Male,55,Greater than 45,Caucasian,0,0,0,33,High
6187,1,Male,55,Greater than 45,Caucasian,0,0,0,33,High
6188,1,Male,55,Greater than 45,Caucasian,0,0,0,33,High
6191,0,Male,23,Less than 25,African-American,0,0,0,1,Middle
6195,1,Male,23,Less than 25,African-American,0,0,2,4,Middle
6197,1,Male,23,Less than 25,African-American,0,0,2,4,Middle
6198,1,Male,23,Less than 25,African-American,0,0,2,4,Middle
6199,1,Male,23,Less than 25,African-American,0,0,2,4,Middle
6201,1,Female,27,25 - 45,Caucasian,0,0,0,7,Unknown
6203,0,Male,34,25 - 45,African-American,0,0,0,0,Unknown
6205,0,Male,24,Less than 25,Hispanic,0,0,0,0,Middle
6207,0,Male,28,25 - 45,African-American,0,0,0,0,Unknown
6211,0,Male,27,25 - 45,African-American,0,0,0,0,Unknown
6212,0,Male,44,25 - 45,Caucasian,0,0,0,4,Unknown
6213,0,Male,44,25 - 45,Caucasian,0,0,0,4,Unknown
6214,0,Male,44,25 - 45,Caucasian,0,0,0,4,Unknown
6217,1,Male,28,25 - 45,Caucasian,0,0,0,14,Unknown
6221,1,Male,36,25 - 45,African-American,0,0,0,15,Unknown
6223,1,Male,29,25 - 45,African-American,0,0,0,6,Middle
6224,1,Male,29,25 - 45,African-American,0,0,0,6,Middle
6225,0,Male,23,Less than 25,African-American,0,0,0,1,Unknown
6227,0,Male,56,Greater than 45,African-American,0,0,0,1,Unknown
6229,0,Male,27,25 - 45,Caucasian,0,0,0,2,Middle
6231,1,Male,28,25 - 45,African-American,0,0,0,6,Unknown
6233,0,Male,37,25 - 45,Caucasian,0,0,0,1,Unknown
6237,0,Male,32,25 - 45,African-American,0,0,0,1,Middle
6238,0,Male,32,25 - 45,African-American,0,0,0,1,Middle
6239,1,Male,27,25 - 45,African-American,1,0,0,4,Unknown
6240,1,Male,27,25 - 45,African-American,1,0,0,4,Unknown
6243,1,Male,41,25 - 45,African-American,2,0,0,18,Middle
6247,1,Male,41,25 - 45,African-American,2,0,0,18,Middle
6249,0,Male,34,25 - 45,African-American,0,0,0,2,Unknown
6250,0,Male,34,25 - 45,African-American,0,0,0,2,Unknown
6251,0,Male,21,Less than 25,African-American,0,0,0,0,Unknown
6253,0,Male,22,Less than 25,African-American,0,0,0,1,Middle
6255,0,Male,22,Less than 25,African-American,0,0,0,1,Middle
6257,0,Male,58,Greater than 45,Caucasian,0,0,0,0,Unknown
6259,0,Male,37,25 - 45,Caucasian,0,0,0,1,High
6263,1,Female,31,25 - 45,African-American,0,0,0,14,Unknown
6264,1,Female,31,25 - 45,African-American,0,0,0,14,Unknown
6265,1,Female,31,25 - 45,African-American,0,0,0,14,Unknown
6266,0,Male,30,25 - 45,African-American,0,0,0,0,Unknown
6269,0,Male,26,25 - 45,African-American,0,0,0,0,Unknown
6273,0,Male,33,25 - 45,Caucasian,0,0,0,0,High
6275,0,Male,33,25 - 45,Caucasian,0,0,0,0,High
6276,0,Male,33,25 - 45,Caucasian,0,0,0,0,High
6277,0,Male,33,25 - 45,Caucasian,0,0,0,0,High
6279,0,Male,33,25 - 45,Caucasian,0,0,0,0,High
6281,0,Male,32,25 - 45,Caucasian,0,0,0,2,Middle
6283,0,Female,36,25 - 45,African-American,0,0,0,1,Unknown
6285,0,Female,35,25 - 45,Hispanic,0,0,0,3,Unknown
6289,0,Male,24,Less than 25,Caucasian,0,0,0,3,Middle
6290,0,Male,24,Less than 25,Caucasian,0,0,0,3,Middle
6291,0,Male,23,Less than 25,Hispanic,0,0,0,0,Unknown
6292,0,Male,61,Greater than 45,Caucasian,0,0,0,0,Unknown
6295,0,Female,42,25 - 45,Caucasian,0,0,0,0,Unknown
6299,0,Male,27,25 - 45,African-American,0,0,0,1,Unknown
6301,1,Male,33,25 - 45,African-American,0,0,0,14,Unknown
6302,1,Male,32,25 - 45,African-American,0,0,0,16,Middle
6303,1,Male,32,25 - 45,African-American,0,0,0,16,Middle
6305,1,Male,32,25 - 45,African-American,0,0,0,16,Middle
6307,0,Male,33,25 - 45,Caucasian,0,0,0,0,Unknown
6309,0,Male,21,Less than 25,Caucasian,0,1,1,1,High
6311,0,Male,27,25 - 45,African-American,0,0,0,1,Middle
6315,0,Male,29,25 - 45,Caucasian,0,0,0,0,Unknown
6316,0,Male,29,25 - 45,Caucasian,0,0,0,0,Unknown
6317,0,Male,29,25 - 45,Caucasian,0,0,0,1,Unknown
6318,0,Male,38,25 - 45,Caucasian,0,0,0,3,Unknown
6321,0,Male,36,25 - 45,Caucasian,0,0,0,1,Middle
6325,0,Male,46,Greater than 45,African-American,0,0,0,0,High
6327,1,Male,54,Greater than 45,African-American,0,0,0,6,Unknown
6328,1,Male,44,25 - 45,African-American,1,0,0,7,High
6329,1,Male,44,25 - 45,African-American,1,0,0,7,High
6331,0,Male,27,25 - 45,African-American,0,0,0,0,Unknown
6333,1,Male,27,25 - 45,African-American,0,0,0,8,Middle
6335,0,Male,47,Greater than 45,African-American,0,0,0,0,High
6337,0,Male,31,25 - 45,African-American,0,0,0,0,Unknown
6341,0,Male,33,25 - 45,African-American,0,0,0,0,Unknown
6342,0,Female,31,25 - 45,Caucasian,0,0,0,1,Middle
6343,0,Female,31,25 - 45,Caucasian,0,0,0,1,Middle
6344,0,Male,20,Less than 25,Caucasian,0,0,0,2,Unknown
6347,1,Male,26,25 - 45,Caucasian,0,0,0,9,Middle
6351,0,Male,26,25 - 45,African-American,0,0,0,1,Middle
6353,0,Female,27,25 - 45,Caucasian,0,1,0,2,Unknown
6354,0,Male,25,25 - 45,African-American,0,0,0,2,Unknown
6355,0,Male,25,25 - 45,African-American,0,0,0,2,Unknown
6357,0,Male,23,Less than 25,Other,0,0,0,5,Middle
6359,1,Female,21,Less than 25,African-American,0,3,1,4,Middle
6361,0,Male,23,Less than 25,African-American,0,0,0,1,Unknown
6363,0,Male,32,25 - 45,African-American,0,0,0,0,Unknown
6367,1,Male,40,25 - 45,African-American,0,0,0,9,Unknown
6368,1,Male,40,25 - 45,African-American,0,0,0,9,Unknown
6369,0,Female,32,25 - 45,Other,0,0,0,2,Unknown
6370,0,Male,27,25 - 45,African-American,0,0,0,2,Middle
6373,1,Male,57,Greater than 45,African-American,0,0,0,6,Middle
6377,1,Male,44,25 - 45,Caucasian,0,0,0,8,High
6379,0,Male,67,Greater than 45,Other,0,0,0,1,Unknown
6380,0,Female,26,25 - 45,African-American,0,0,0,0,Unknown
6381,0,Male,21,Less than 25,Caucasian,0,0,0,0,High
6383,0,Male,21,Less than 25,African-American,0,0,0,0,Unknown
6385,0,Female,62,Greater than 45,Caucasian,0,0,0,0,Unknown
6387,0,Male,35,25 - 45,Caucasian,0,0,0,1,Unknown
6389,0,Male,62,Greater than 45,African-American,0,0,0,3,Middle
6393,0,Male,35,25 - 45,Hispanic,0,0,0,2,Unknown
6394,0,Female,56,Greater than 45,Hispanic,0,0,0,2,Middle
6395,1,Male,30,25 - 45,African-American,0,0,1,12,Unknown
6396,0,Male,28,25 - 45,Caucasian,0,0,0,0,Unknown
6399,0,Male,21,Less than 25,Hispanic,0,0,0,1,Unknown
6403,0,Male,22,Less than 25,African-American,1,0,0,2,Middle
6405,0,Male,22,Less than 25,African-American,1,0,0,2,Middle
6406,0,Male,22,Less than 25,African-American,1,0,0,2,Middle
6407,1,Male,26,25 - 45,African-American,0,0,0,5,Middle
6409,1,Male,26,25 - 45,African-American,0,0,0,5,Middle
6411,1,Male,40,25 - 45,African-American,0,0,0,16,Unknown
6413,0,Male,43,25 - 45,Caucasian,0,0,0,0,Unknown
